User,Content
꼬꼬마마용,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
시험에서는과태료부과된다고되있던데...
어느선까지지원이되는걸까요??ㅠㅠ"
새찬다엄마,"오눌 손해셤 결과나오날인데요
글쎄요
또 망했어요 ㅠㅠ
이를 어째요
점수도 정말 아슬아슬 ㅠㅠ
지금 몇번째보는건지 ㅠㅠ
창피하네요 ㅠㅠ"
만능워킹맘,"뇌에 메모리카드가 불량인가봐요
꽃밭도 아니고 생명도 망쳐 손보도 망쳐..ㅋㅋ
제3보험만 합격 ㅋㅋㅋ
전에 어떻게 합격한건지..? 🤔
다시 보상접수 콜센터로 돌아갈까요... ㅋㅋㅋㅋ
에휴
운다고 점수가 오르는 것도 아니고
밥이나 먹읍시다
원본 저장하기"
태양이,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 없음
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 보험회사 시험 문제
6. 자기소개(경력, 영업방법 등) :
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] :
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
피플로얄스타사업단,"25년 4월 22일 화요일 간추린 아침뉴스입니다
■ 대선 경선 국면에서 여야 간 공방이 더욱 격해지고 있습니다. 더불어민주당은 국민의힘의 경선 토론을 향해 ""한심하다""며 강도 높게 비판했고, 국민의힘은 이를 ""이재명 일당 독재""라고 맞받으며 날 선 신경전을 이어갔습니다.
■ 오늘 저녁, 국민의힘 대선 경선 1차 컷오프 결과가 발표될 예정입니다. 절반의 후보가 탈락하는 중대 고비를 앞두고, 주요 후보들은 대구·경북 등 핵심 지지층을 찾았으며, 당 지도부는 '보수 빅텐트'로 결집을 촉구했습니다.
■ 더불어민주당 이재명 후보는 주식시장 활성화를 내세우며 소액 투자자들의 표심 잡기에 나섰습니다. 지난 경선에서 압도적인 승리를 거둔 그는 독주 체제를 굳히는 분위기지만, 경쟁 후보들 사이에선 견제의 목소리도 커지고 있습니다.
■ 윤석열 전 대통령이 신당 창당을 논의했던 변호인들과 식사 자리를 가진 사실이 알려지며 정치권의 파장이 커지고 있습니다. 민주당은 '사저 정치'라며 재구속을 촉구했고, 국민의힘 경선 후보들도 부적절한 처신이라고 비판했습니다.
■ 내란 혐의로 기소된 윤 전 대통령이 피고인석에 앉은 장면이 처음으로 공개됐습니다. 그는 법정에서 ""국가 비상사태를 수습할 유일한 방법이었다""며 계엄령의 정당성을 다시 강조했습니다.
■ 재판 과정에서는 윤 전 대통령 측이 군 관계자 및 의원을 증인석에서 끌어내려 했다는 지시가 있었는지를 두고 치열한 공방이 이어졌습니다. 또한 그가 남긴 유명한 발언들이 재조명되며 화제가 되기도 했습니다.
■ 헌법재판소가 문형배 전 소장 대행의 후임으로 김형두 재판관을 선출했습니다. 김 재판관은 향후 7인 체제의 헌재를 이끌며 심리와 선고를 이끌어가게 됩니다.
■ 미국에서는 트럼프 대통령이 연준의 제롬 파월 의장을 해임하겠다는 의지를 드러내며 금리 인하를 압박하고 나섰습니다. 이 여파로 뉴욕 증시가 급락하고, 경기 선행지수도 하락해 경기 둔화 우려가 확산되고 있습니다.
른 것으로 드러났습니다.
■ 신안산선 터널 공사 현장에서 붕괴 징후가 감지됐지만 시공이 강행된 정황이 담긴 보고서를 입수했습니다. 전문가들은 위험성이 명백했다며 경고했고, 경찰은 시공사의 책임 여부를 집중 조사 중입니다.
■ 이달 초 적발된 '강릉 옥계항 코카인 밀반입 사건'에 국제 마약 조직이 깊숙이 개입한 것으로 확인됐습니다. 선원들은 운반 대가로 1인당 최대 1억 원을 받기로 했으며, 주변 해역에서 선박 간 환적 방식으로 코카인을 이동시키려 했던 것으로 드러났습니다.
■ 오늘은 전국적으로 강한 비와 돌풍이 예상됩니다. 서울은 새벽부터 비가 시작됐고, 오전 중 전국으로 확대될 전망입니다. 특히 남해안과 제주 지역은 시간당 최대 30mm의 강한 비가 예보되어 있어, 시설물 관리 및 안전사고에 각별한 주의가 필요합니다.
★★04월 22일 주요신문 헤드라인★★
《경 제》
☞“음료값 줄줄이 오르네”…야쿠르트에 스프라이트·환타 등 인상...hy·코카콜라음료 음료값 인상...“원가 부담 커져 가격 올릴 수밖에”
☞‘관세폭풍’ 강타…10대품목 수출, 반도체 빼고 다 줄었다...20일까지 대미수출 -14.3%...철강 8.7%·승용차 6.5% 감소...반도체는 전년비 10.7% 증가...10대 시장 중 6곳서 ‘마이너스’...대중 수출도 3.4%나 줄어들어...“향후 수출위축 심화할 가능성”
☞‘한국산 둔갑’ 우회 수출 기승…관세청, 8개 전담 수사팀 가동...대미 수출 어려워진 제3국들...반덤핑관세 피하려 한국산 꾸며...올 적발 상품 97%가 미국 수출...중국 매트리스 740억원 적발도...관세청, 국내외 정보기관 협력
☞트럼프발 관세 리스크, 韓 GDP 9.3% 위협…1분기 성장률도 ‘빨간불’...상호관세로 제3 경유국 통한 우회 수출 관세 타격 불가피...1분기 성장률 - 가능성…4분기 연속 0% 저성장 실현 우려
☞KDI ""건보 재정 위기 해결, 행위별 수가제부터 보완해야""...건보 지출 늘어나는 가장 큰 요인은 가격 문제…'건강한 고령화'로 인구 구조 영향 적어...""현행 행위별 수가제론 건보 재정 해결 어려워…성과기반 보상제 등으로 보완해야""...""건보 지출 요인 평가 정례화해 관리·평가 공식화해 재정 운영 책임성 강화해야""
《금 융》
☞'디지털화폐'에 힘쏟는 한은…""개인간 송금에도 적용""...한은, 이번달부터 디지털화폐 실거래 테스트 개시...온라인·모바일 거래 확산 속 법정화폐 디지털화 필요성...국내선 범용 CBDC 시험·실시간 해외송금도 추진
☞섣부른 반등 기대에 ‘물타기’ 하는 서학개미…결과는 ‘밑빠진 독에 물 붓기’...4월 美증시 부진에도 대거 순매수…역대 최대 규모 예고...성급한 레버리지 ETF 투자로 손실 눈덩이
☞달러 약세에 ‘뉴 골드러시’…4000달러 찍나... 안전자산 수요 갈수록 커져...달러인덱스 40년만 최대폭 하락...관세정책 불안에 금 매수 많아져...국내 골드뱅킹 이달만 384억 ↑...골드만삭스 “내년중반까지 상승”
☞비트코인, 시장점유율 64% 넘었다…2021년 이후 최고치...비트코인 도미넌스 64% 기록…1만3000개 기업 '스트래티지'에 투자했다...벨라루스, 내년 하반기 CBDC 출시…""바이낸스, 현물 거래 시장점유율 1위""
☞“서민들 살리라 했더니”…당국 ‘부채 조이기’에 빚 부담만 더 늘었다...기준금리 0.5%P 내리는 국면에...가계대출은 0.03%P만 찔끔 인하
《기 업》
☞현대차·포스코 동맹, 관세 파고 함께 넘는다…철강 1·2위 '맞손'...현대차그룹-스코그룹 철강 및 이차전지 상호협력 체제 구축...포스코, 현대제철 美 제철소 합작투자…이차전지 포스코퓨처엠 파트너십 기대
☞로봇·AI가 알아서 ‘척척’…LG그룹 최첨단 기술 집약...LG이노텍 ‘FC-BGA’ 드림팩토리...축구장 3배 면적서 ‘터치리스’ 생산...작업자 손길 최소화로 품질 극대화
☞트럼프 엄포에 셈법 복잡해진 K-조선...미국 정부 “LNG선도 美서 지어라”...2028년부터 미국산 LNG선 확대...K-조선, 美 투자 쉽지 않아 고민...컨테이너선 점유율 회복 반사이익
☞LS일렉, 곳간 5000억 더 늘렸다…2Q 美 빅테크향 공급 실적 반영...1분기 영업익 873억…전년比 6.9%↓...지난달 18일 미국 빅테크 데이터센터에 배전반과 전력기기를 공급하는 계약체결 공시
☞'車 배터리 안전 강화' 먼저 치고나간 中…韓 또 한발 늦나...배터리 열폭주 관찰 시간 24배↑...中 정부 주도 검사·방법 구체화...전문가 ""적극적인 대책 마련해야""
《부 동 산》
☞철거된 재개발 주택, 입주 후 2년 살면 토지거래 허가...국토부·서울시, 토지거래허가구역 가이드라인 발표...재건축 입주권도 아파트 소유권 간주…토허제 대상...기존 주택 있어도 허가 가능…6개월 내 처분 조건
☞'집 한 채'가 전부인 고령층 생활비는?…""집 줄이는게 현실적 대안""...65세 이상 고령가구 중 1~2인가구 비중 81.3%로 대부분...노인가구 자산 85% 이상 부동산 편중…""쓸 수 있는 돈 없어""...""주택 다운사이징, 실질적 유동화 전략…제도적 지원 필요""
☞압구정·목동 재건축, 매물 품귀에 전셋값 뛰었다...압구정3구역 대형 이전거래대비 7억 올라 거래...목동 50평형대 전세 10억 웃돌아 “매물 품귀”...“노후 아파트지만 학군·인프라 좋아 전세수요 몰려""
☞5월 아파트 입주량 절반은 이 지역서 나온다는데...광명, 의왕 대규모 단지 영향...경기도 입주량이 52% 차지
☞울산 1.2억·세종 2.2억 ↑…지방 부동산, 봄바람 부나...공급 부족·정책 호재 맞물리며 아파트 신고가 속출...거래량·미분양 지표 '개선'…""시장 심리 회복 조짐""
《사 회》
☞필리핀 앙헬레스서 오토바이 강도 총격에 한국 관광객 사망...다음 달 총선을 앞두고 필리핀 내 치안이 불안정해지면서 총기 강도 사건도 늘어...관광객이나 현지 거주민들에게 각별한 주의 당부...야간에 인적이 드문 곳을 걷지 말고, 흉기를 소지한 강도에게 과도하게 저항하지 않아야 한다고 강조
☞주사 대신 알약으로 7.3kg 감량…‘먹는 비만약’ 시대 오나...비만 치료제, 좀 더 간소화된 알약 형태로 준비 중...유통과 생산 용이해져 약값도 저렴해질 것으로 보여...메스꺼움, 소화불량 등 부작용에 대한 안정성 관건
☞155억원대 도박사이트 운영 무더기 송치…전국 각지에 불법 성인 게임장 개설해 수익을 얻은 운영진 등 19명이 검찰에 송치...같은 혐의 등으로 게임장 운영자들과 계좌 공급책 등 16명도 불구속 송치
☞'국내 최대' 코카인 2톤 강릉 옥계항 밀반입…필리핀 선원 2명 구속영장 신청...달아난 선원 4명, 마약 조직원 6명 국제 공조수사 통해 추적 중...동해해경청·서울본부세관 합동수사본부, 국제 마약 카르텔 수사 확대
☞카드사 앱으로 대출금 ‘돌려막기’···대법 “사기죄 아냐”, 왜?...“사람 속인 게 아니라 사기죄 안 돼”...무분별한 카드사의 ‘비대면 앱 대출’ 우회 지적
《국 제》
☞허망한 '부활절 휴전'에도 트럼프 ""이번주 기대""…휴전 진전 주목...푸틴 '30시간 휴전' 종료…젤렌스키 ""러 휴전 중 공격 3000회 육박""...美-우크라 이번주 광물협정 체결…美, 유럽과 '러 제재 해제' 논의도
☞""이란, 트럼프의 '핵합의 백지화 재발방지' 보장 원해""...""이란, 미국의 합의 이탈시 이란의 손실 보상받길 원해""...이란 외무장관, SNS에 ""과거 핵합의로부터 교훈 얻었다""
☞“서울 불바다” 북한제 M1991, 우크라 투입…러軍, ‘남침용’까지 끌어갔나...“러, 북한제 다연장로켓포 투입 준비 첫 포착”...북한군 주력 M1991…단 1회만으로 서울 9% ‘불바다’...우크라 “북한, 러시아에 포격시스템 대거 이전”…군사밀착
☞""145% 관세, 하루도 못 견뎌""…수입중단에 美 차이나타운 비상...美 뉴욕, 중국인 거주 최다 도시…중국 수입품 양도 세계서 3번째로 많아...트럼프 관세 폭탄으로 '수입 중단, 공급 차질' 현실화…소매 가격 인상 불가피
☞관세전쟁서 中이 겨냥한 미국의 급소, ‘적기생산모델’과 ‘농민’...中, 트럼프 취임 앞두고 대두·콩 수입 중단...닛케이, “1월 16일 이후 주문 실적 全無”...1기 관세戰서도 미국산 농산물 수입 차단...희토류 통제도 美제조업 급소 공략 전략...美기업, 재고 여력 없는 ‘적기생산’ 기반...희토류 통제 땐 첨단 제조업 마비 일으켜"
까꿍TV,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 미정
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 유용한정보
6. 자기소개(경력, 영업방법 등) : 생명시험 준비중이며 개척영업할 생각입니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
만능워킹맘,"일하다가 그만두고 다시 일하려니까 시험을 또쳐야 되네요..
칠패로 메리츠사옥에서 치는데
주변에 주차할만한곳 있을까요?
맛집은...? ㅋㅋㅋㅋ
서울까지 가는데... 뭐라도 먹고 올까 싶어서요
고생한 나에게 주는 .. 뭐 그런..ㅋㅋㅋㅋ
도와주세요 서울 사시는 분들~~~"
미미로그,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 메트라이프
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 많은 정보
6. 자기소개(경력, 영업방법 등) : 아직은 많이 배워가고있어요
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 시험준비
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
에르메스 75,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
도움이될듯한데 시험많이어려운듯은 하던데
설계사하면서 도움될까요?"
한국이러닝협회,"안녕하세요. 한국이러닝협회입니다.
내일배움카드로 저렴하게 수강할 수 있는 보험업계에서 필수 자격증으로 손꼽히는
손해사정사 교육과정을 소개합니다. :)
손해사정사는 보험 사고에 대한 정확한 손해를 산정하고 보상 처리를 담당하는 전문가로서,
보험개발원에서 주관하고 있는 자격증 시험을 통해 자격을 부여받을 수 있습니다.
보험업계에서 종사하시는 분들뿐만 아니라, 보험사, 손해사정법인, 로펌 보험 관련 부서 등에서
경력을 쌓고 전문가로 활동하기를 희망하시는 분들이 선호하고 많이들 취득하시는 자격증입니다.
앞으로의 전망이 밝은 유망 직종이지만, 자격증을 취득하기 위해서 치러야 하는 시험이
학습량이 방대하고 복잡한 이론들을 공부해야해서 많은 분들이 어려움을 겪고 계시죠.
이러한 손해사정사 자격증 준비! 국민내일배움카드로도 할 수 있다는 사실, 알고 계셨나요?
한국이러닝협회는 실업자(구직자)와 근로자(재직자) 모두가 수강할 수 있는 강의를 운영하고 있습니다!
게다가 이러닝 교육이기 때문에, 시간과 장소의 구애를 받지 않고
수강생들의 스케줄에 따라서 유연하게 수강하실 수 있답니다:)
수강생들에게는 각 과정에 해당하는 교재도 무료로 제공해드리고 있어요!
손해사정사 1차 시험에서는 손해사정이론, 보험계약법, 보험업법을 공통과목으로 시행하고 있는데요,
한국이러닝협회에서는 이 3가지 과목 모두 운영중에 있으며 할인된 금액으로 수강 가능합니다!
빠른 합격으로 가는 지름길!
국비지원을 받아 비용에 대한 부담은 덜고
전문강사 선생님과 함께하는 손해사정사 시험 준비, 지금 바로 도전해보세요!
[한국이러닝협회 사이트 바로가기]
https://jobgo.ne.kr
성적우수자 이벤트 매 달 성적 우수자 10명을 선정하여 2만원 상당의 기프티콘 을 보내드립니다! 매달 훈련 종료된 학습자 중에서 상위 10명 선정 (동점자의 경우 평가 횟수가 많은 학습자 선정) 자세히보기 1 2 3 4 정지 국민내일배움카드 실업자/근로자 개강일 12월 05일(목요일) 수강신청 12월 04일 15시까지 신청매뉴얼 국민내일배움카드 발급 고용24 수강신청 잡고 수강신청 학습매뉴얼 PC 수강 모바일 수강 증명서 발급 학습지원센터 1899-1919 실시간 챗봇 상담 평일 09:00~18:00 l 점심시간 12:00~13:0...
jobgo.ne.kr
[수강신청 바로가기]
과정 유형
과정명
수강신청 링크
실업자 과정
손해사정이론
https://jobgo.ne.kr/edu/eduLectureView.php?seq=3100&contentsCode=Y0PO0V
new보험계약법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=3079&contentsCode=WYL3NV
new보험업법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=2887&contentsCode=29VOOX
근로자 과정
손해사정이론
https://jobgo.ne.kr/edu/eduLectureView.php?seq=2888&contentsCode=ZUBQUO
new보험계약법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=2886&contentsCode=49WGOH
new보험업법
https://jobgo.ne.kr/edu/eduLectureView.php?seq=3080&contentsCode=YVVQB4
(※ 매주 목요일마다 개강을 하고 있으며, 수강신청 마감일은 전날 수요일 오후 15시에 마감됩니다. 참고 바랍니다.)
마지막으로 잠깐!
국민내일배움카드가 아직까지 없으신 분들을 위해 국민내일배움카드에 대해서 소개해드릴게요!
국민내일배움카드는 실업자, 근로자, 대학생, 자영업자 모두 훈련을 희망하는 국민이라면 누구나 신청 가능하며,
5년간 300~500만원 한도 내에서고용노동부로부터 인정받은 적합훈련과정을 수강하는 경우
훈련비의 일부 또는 전액을 지원 받을 수 있습니다.
※ 지원 제외 대상
①공무원, 사립학교 교직원
②졸업까지 수업연한이 2년이 초과하여 남은 대학생 및 졸업예정자가 아닌 고등학생
③연 매출 1억 5천만원 이상의 자영업자
④월 임금 300만원 이상인 대규모기업 근로자(만 45세 미만)
⑤월 소득 300만원 이상인 특수형태근로종사자 등
⑥만 75세 이상자 등
상시신청 가능하며, 가까운 고용센터를 방문하거나 고용24를 통해 신청 가능합니다.
(구비 서류 : 신분증, 직업능력개발계좌(내일배움카드)발급 신청서, 개인정보의 수집ㆍ이용에 관한 동의서, 기타 지원대상별 입증 서류)
국민내일배움카드가 아직 없으시다면 발급 받아 국비지원 받아보세요!
https://www.gov.kr/portal/service/serviceInfo/149200000026
그리고 보험설계사로 일하고 계실 경우
일반 훈련생들 보다 더 많은 할인을 받아서 수강 가능하다는 사실!
산업안전보건법 시행령 제67조 1항에 따르면, 보험설계사는 특수형태근로종사자에 해당하는데요.
특수형태근로종사자는 국민취업지원제도Ⅱ유형으로 특정계층에 해당하여
국민내일배움카드 훈련 참여시 국민취업지원제도Ⅰ유형과 동일한 정부지원금액을 받을 수 있습니다.
국민취업지원제도Ⅱ유형 (특정계층)의 경우
최소 80% ~ 최대 100% 할인된 가격으로 강의 수강이 가능하니
잊지마시고 신청하셔서 할인된 가격으로 만나보세요~
(일반 훈련생의 경우 최소 45% ~ 최대 75% 할인)
국민취업지원제도와 신청방법에 대해서는 아래 링크에서 더 자세히 알아보세요!
https://1350.moel.go.kr/home/hp/counsel/csinfo.do?cs_idx=1
원본 저장하기"
하선,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 하선입니다.
3. 소속 보험회사 : KB손해보험입니다.
4. 보험경력 : 다음주 화요일에 설계사 자격시험을 보는 병아리입니다 ^^
5. 보만세에서 얻고 싶은 것 : 초보 때 알아두면 좋은 것들을 얻고 싶어요
6. 자기소개(경력, 영업방법 등) : 안녕하세요 닉네임 하선입니다. 다음주 화요일에 보험설계사 자격시험을 봐요 자격증 나오고나서 본격적으로 시작하게될텐데요 저는 제 이익을 취하면서도 고객님들에게 과한 영업을 하지 않는 현명한 보험설계사가 되고자합니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버카페명 검색에 '보험설계사'검색 했어요.
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
올리비A,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 올리비아
3. 소속 보험회사 : 동양생명
4. 보험경력 : 6년
5. 보만세에서 얻고 싶은 것 : 신인도입시 시험지를 보고싶어요.
6. 자기소개(경력, 영업방법 등) : 보험을 하면서 보상만 잘 받으면되지였던것같아요.어느날 보상만하다보니 한계도 느껴지고 재미도 없더라구요재무 인생 설계도 하고싶은 설계사가 되고싶어서 교차로하던 생명을 전속으로 바꾸어 시작하게 되었습니다.생명입사 3개월차인데 신입도입6명이 되니 시험이 가장 힘들어요.너무 어려워 3개월내내 시험장만 다니는것같아요 ㅡ.ㅡ이곳에서 신입을 도울수 있는 길이 있을거 같아서 들어와보았습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색 시험지 로해보았습니다
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
반딧불,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
서울+KB라이프+예비보험설계사+반딧불
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 반딧불
3. 소속 보험회사 : kb라이프
4. 보험경력 : 무
5. 보만세에서 얻고 싶은 것 : 다양한 정보를 얻고싶습니다.
6. 자기소개(경력, 영업방법 등) : 5월 시험일정 대기하면서 공부하고 있습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
춰니,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
경기/취업준비중/춰니 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 없습니다.
4. 보험경력 : 없습니다.
5. 보만세에서 얻고 싶은 것 : 자격증 시험 자료
6. 자기소개(경력, 영업방법 등) : 자격증 취득 후 내근직으로 근무하고 싶습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
